session_id,created_at,sent_from,sent_to,content_type,text
299890,2016-06-08 01:12:22,tutor,student,text,"['Ok ', 'so ', 'I', ""'ve "", 'reviewed ', 'up ', 'to ', 'C ', 'so ', 'far', ', ', 'and ', 'it ', 'seems ', 'that ', 'the ', 'questions ', 'following ', 'C ', 'are ', 'dependent ', 'and ', 'C ', 'is ', 'incorrect', '!']"
299890,2016-06-08 01:13:10,tutor,student,text,"['Part ', 'B ', 'is ', 'also ', 'wrong', ', ', 'let', ""'s "", 'work ', 'together ', 'understand ', 'why', '!']"
299890,2016-06-08 01:13:25,tutor,student,text,"['Can ', 'you ', 'tell ', 'me ', 'your ', 'thought ', 'process ', 'behind ', 'part ', 'B', '?']"
299890,2016-06-08 01:13:55,student,tutor,text,"['I ', 'was ', 'thinking ', 'that ', 'was ', 'wrong']"
299890,2016-06-08 01:14:19,tutor,student,text,"['I', ""'m "", 'sorry', ', ', 'I ', 'mean ', 'the ', 'thought ', 'process ', 'behind ', 'your ', 'work', '!']"
299890,2016-06-08 01:15:05,student,tutor,text,"['The ', 'thought ', 'is ', 'that ', 'the ', 'weight ', 'of ', '50N ', 'is ', 'all ', 'I ', 'would ', 'need ', 'to ', 'account ', 'for ', 'but ', 'I ', 'was ', 'thinking ', 'that ', 'gravity ', 'should ', 'play ', 'a ', 'role ', 'as ', 'well']"
299890,2016-06-08 01:15:50,tutor,student,text,"['50N ', 'is ', 'the ', 'gravitational ', 'force', '!']"
299890,2016-06-08 01:16:01,student,tutor,text,['Ok']
299890,2016-06-08 01:16:17,tutor,student,text,"['So', ', ', 'what ', 'do ', 'you ', 'know ', 'about ', 'part ', 'B', '?']"
299890,2016-06-08 01:16:36,student,tutor,text,"['Ramp ', 'is ', '30 ', 'degree ', 'angle']"
299890,2016-06-08 01:16:52,student,tutor,text,"['Weight ', 'of ', 'box ', 'is ', '100N']"
299890,2016-06-08 01:17:11,student,tutor,text,"['Gravitational ', 'force ', 'is ', '50N']"
299890,2016-06-08 01:17:38,tutor,student,text,"['Ok', ', ', 'that', ""'s "", 'mostly ', 'correct', '!']"
299890,2016-06-08 01:17:57,tutor,student,text,"['100N ', 'is ', 'the ', 'gravitational ', 'force', ', ', 'and ', '50N ', 'is ', 'just ', 'a ', 'component ', 'of ', 'it', '!']"
299890,2016-06-08 01:18:43,tutor,student,text,"['Can ', 'you ', 'tell ', 'me ', 'any ', 'relevant ', 'concepts ', 'we ', 'could ', 'apply ', 'to ', 'part ', 'B', '?']"
299890,2016-06-08 01:18:51,student,tutor,text,"['Oh ', 'right', ', ', 'because ', 'it', ""'s "", 'on ', 'the ', 'ramo']"
299890,2016-06-08 01:18:58,tutor,student,text,"['Exactly', '!']"
299890,2016-06-08 01:19:03,student,tutor,text,"['Ramp ', 'lol']"
299890,2016-06-08 01:19:54,tutor,student,text,"['Can ', 'you ', 'tell ', 'me ', 'any ', 'relevant ', 'concepts ', 'we ', 'could ', 'apply ', 'to ', 'part ', 'B', '?']"
299890,2016-06-08 01:20:11,student,tutor,text,['Hmm']
299890,2016-06-08 01:20:29,student,tutor,text,"['Pushed ', '2', 'm', '?']"
299890,2016-06-08 01:21:18,tutor,student,text,"['That', ""'s "", 'part ', 'of ', 'it', '! ', 'However', ', ', 'I', ""'d "", 'like ', 'to ', 'see ', 'you ', 'use ', 'a ', 'concept ', 'like ', 'let', ""'s "", 'say ', 'Work- ', 'energy ', 'theorem', '!']"
299890,2016-06-08 01:21:46,student,tutor,text,"['Only ', 'a ', 'portion ', 'of ', 'the ', 'Force ', 'is ', 'parallel ', 'to ', 'the ', 'floor', '. ', 'W', '=', 'f*d']"
299890,2016-06-08 01:22:03,student,tutor,text,"['Work ', 'is ', 'what ', 'we ', 'should ', 'use ', 'I ', 'thinj']"
299890,2016-06-08 01:22:15,tutor,student,text,"['That', ""'s "", 'correct', '! ', 'Yes', ', ', 'you', ""'re "", 'absolutely ', 'right', '!']"
299890,2016-06-08 01:22:36,tutor,student,text,"['What ', 'do ', 'we ', 'know ', 'about ', 'work', ""'s "", 'formula', ', ', 'w ', '= ', 'f*d', '?']"
299890,2016-06-08 01:22:46,student,tutor,text,"['W=50n*2', 'm']"
299890,2016-06-08 01:22:56,tutor,student,text,"['That', ""'s "", 'right', '! ', 'Can ', 'you ', 'tell ', 'me ', 'why', '?']"
299890,2016-06-08 01:24:18,student,tutor,text,"['Because ', 'it', ""'s "", 'on ', 'a ', 'ramp ', 'and ', 'it', ""'s "", 'going ', 'further ', 'than ', 'the ', '1', 'M ', 'height ', 'but ', 'the ', 'portion ', 'is ', '50 ', 'so ', 'it', ""'s "", 'twice ', 'as ', 'much ', 'distance']"
299890,2016-06-08 01:25:41,tutor,student,text,"['That', ""'s "", 'close', '! ', 'I', ""'ll "", 'give ', 'you ', 'a ', 'hint', '! ', 'Work ', 'is ', 'force ', 'applied ', 'in ', 'the ', 'same ', '--------- ', 'as ', 'the ', 'distance', '!']"
299890,2016-06-08 01:25:53,student,tutor,text,['Direction']
299890,2016-06-08 01:26:02,tutor,student,text,"['Exactly', '!']"
299890,2016-06-08 01:26:42,tutor,student,text,"['Ok', ', ', 'so ', 'let', ""'s "", 'say ', 'instead', ', ', 'the ', 'ramp ', 'was ', '3', 'm ', 'long', '. ', 'How ', 'much ', 'work ', 'would ', 'you ', 'have ', 'to ', 'apply ', 'to ', 'the ', 'box', '?']"
299890,2016-06-08 01:27:27,student,tutor,text,"['Assuming ', 'the ', 'portion ', 'is ', 'still ', '50', '?']"
299890,2016-06-08 01:27:43,tutor,student,text,"['Right', '!']"
299890,2016-06-08 01:28:04,student,tutor,text,"['W=50m*3', 'm']"
299890,2016-06-08 01:28:24,tutor,student,text,"['That', ""'s "", 'correct', '!']"
299890,2016-06-08 01:28:30,tutor,student,text,"['So ', 'to ', 'review', ', ', 'what ', 'did ', 'we ', 'learn', '?']"
299890,2016-06-08 01:29:48,student,tutor,text,"['Force ', 'is ', 'work ', 'applied ', 'in ', 'the ', 'same ', 'direction', '.']"
299890,2016-06-08 01:30:20,tutor,student,text,"['That', ""'s "", 'correct', '!']"
299890,2016-06-08 01:30:48,tutor,student,text,"['I', ""'ve "", 'reviewed ', 'the ', 'other ', 'parts ', 'you', ""'ve "", 'done', ', ', 'and ', 'they', ""'re "", 'all ', 'correct', '! ', ' ', 'Great ', 'job', '!']"
299890,2016-06-08 01:30:48,student,tutor,text,"['W ', 'for ', 'part ', 'b ', 'is ', 'also ', '100J']"
299890,2016-06-08 01:31:06,tutor,student,text,"['Yes', ', ', 'that', ""'s "", 'right', '! ', 'Good ', 'job', '!']"
299890,2016-06-08 01:31:17,tutor,student,text,"['I', ""'ve "", 'reviewed ', 'the ', 'other ', 'parts ', 'you', ""'ve "", 'done', ', ', 'and ', 'they', ""'re "", 'all ', 'correct', '! ', 'Great ', 'job', '!']"
299890,2016-06-08 01:31:32,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299890,2016-06-08 01:32:06,student,tutor,text,"['So ', 'part ', 'D ', 'is ', 'correct ', 'as ', 'well', '?']"
299890,2016-06-08 01:32:52,tutor,student,text,"['Yes', ', ', 'all ', 'of ', 'the ', 'other ', 'parts ', 'you', ""'ve "", 'done ', 'are ', 'correct ', 'as ', 'well', '! ', 'Great ', 'job', '!', '\n']"
299890,2016-06-08 01:33:19,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299890,2016-06-08 01:34:04,student,tutor,text,"['Mind ', 'if ', 'we ', 'do ', 'one ', 'more', '?']"
299890,2016-06-08 01:34:09,tutor,student,text,"['Sure', '!', '\n']"
299890,2016-06-08 01:34:11,student,tutor,text,"['If ', 'you ', 'have ', 'time']"
299890,2016-06-08 01:34:27,tutor,student,text,"['I ', 'sure ', 'do', '! ', 'Let', ""'s "", 'solve ', 'this ', 'together', '!']"
299890,2016-06-08 01:35:09,student,tutor,image,['<url>']
299890,2016-06-08 01:35:53,student,tutor,image,['<url>']
299890,2016-06-08 01:36:36,tutor,student,text,"['Ok', ', ', 'give ', 'me ', 'a ', 'minute ', 'to ', 'review ', 'the ', 'problem', '!']"
299890,2016-06-08 01:36:45,student,tutor,text,"['No ', 'problem']"
299890,2016-06-08 01:37:42,tutor,student,text,"['Is ', 'problem ', '8 ', 'asking ', 'for ', 'the ', 'potential ', 'energy ', 'of ', 'the ', 'roller ', 'coaster ', 'car', '? ', 'The ', 'problem ', 'given ', 'seems ', 'to ', 'not ', 'ask ', 'a ', 'question', '!']"
299890,2016-06-08 01:38:48,student,tutor,text,"['Oh ', 'sorry ', '8 ', 'and ', '9 ', 'and ', 'the ', 'same ', 'problem', ', ', 'forget ', 'the ', '9', ') ', 'is ', 'there', '. ', 'It', ""'s "", 'a ', 'typo']"
299890,2016-06-08 01:39:31,student,tutor,text,"['Oh ', 'wait ', 'sorry', ', ', 'it', ""'s "", 'not ', 'it', ""'s "", 'correct ']"
299890,2016-06-08 01:39:58,tutor,student,text,"['Ok', ', ', 'the ', 'answers ', 'given ', 'are ', 'correct', '! ', 'Great ', 'job', '!']"
299890,2016-06-08 01:40:12,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299890,2016-06-08 01:40:45,student,tutor,text,"['I ', 'have ', 'one ', 'more ', '😁']"
299890,2016-06-08 01:40:49,tutor,student,text,"['Sure', '!']"
299890,2016-06-08 01:41:51,student,tutor,image,['<url>']
299890,2016-06-08 01:42:18,student,tutor,text,"['Want ', 'to ', 'check ', '5 ', '& ', '6', '? ', 'We ', 'can ', 'do ', 'one ', 'if ', 'I', ""'m "", 'taking ', 'too ', 'much ', 'time']"
299890,2016-06-08 01:42:32,tutor,student,text,"['Sure', ', ', 'we ', 'can ', 'do ', 'both', '!']"
299890,2016-06-08 01:42:39,student,tutor,image,['<url>']
299890,2016-06-08 01:43:30,tutor,student,text,"['Give ', 'me ', 'a ', 'minute ', 'to ', 'review ', 'the ', 'problems', '!']"
299890,2016-06-08 01:44:44,student,tutor,text,"['No ', 'problem']"
299890,2016-06-08 01:46:50,tutor,student,text,"['I', ""'m "", 'still ', 'working ', 'out ', 'question ', '5', '! ', 'I', ""'ll "", 'need ', 'a ', 'few ', 'more ', 'minutes', '!']"
299890,2016-06-08 01:47:13,student,tutor,text,"['No ', 'worries']"
299890,2016-06-08 01:48:58,tutor,student,text,"['For ', 'problem ', '5', ', ', 'I ', 'got ', 'a ', 'different ', 'answer', '. ', 'Could ', 'you ', 'check ', 'your ', 'math', '?']"
299890,2016-06-08 01:49:29,student,tutor,text,"['Sure ', 'give ', 'me ', 'one ', 'second']"
299890,2016-06-08 01:52:29,system alert,tutor,text,"['The ', 'student ', 'ended ', 'session', '.']"
299891,2016-06-08 01:53:09,system info,student,text,"['Do', ""n't "", 'worry', ', ', 'no ', 'minutes ', 'will ', 'be ', 'used ', 'while', '\n', 'Roy ', 'reviews ', 'your ', 'problem ', '😃']"
299891,2016-06-08 01:53:18,student,tutor,image,['<url>']
299891,2016-06-08 01:53:19,system info,student,text,"['Session ', 'started']"
299891,2016-06-08 01:53:21,tutor,student,text,"['\n', 'Hello ', 'Sophie', ', ', 'Welcome ', 'to ', 'Yup', '!', ':', ')']"
299891,2016-06-08 01:53:25,student,tutor,text,['hello']
299891,2016-06-08 01:53:37,student,tutor,text,"['I ', 'was ', 'confused ', 'with ', 'how ', 'number ', '2 ', 'would ', 'be ', '360']"
299891,2016-06-08 01:53:59,student,tutor,text,"['I ', 'have ', 'a ', 'math ', 'final ', 'tomorrow ', 'and ', 'would ', 'really ', 'like ', 'some ', 'help ', 'with ', 'preparing ', 'for ', 'it']"
299891,2016-06-08 01:54:05,tutor,student,text,"['Please ', 'give ', 'me ', 'a ', 'minute ', 'to ', 'review ', 'your ', 'problem', '.']"
299892,2016-06-08 01:54:45,student,tutor,image,['<url>']
299892,2016-06-08 01:54:45,system info,student,text,"['Session ', 'started']"
299892,2016-06-08 01:54:52,tutor,student,text,"['Hi ', 'Dee', '! ', 'Welcome ', 'to ', 'Yup', '!']"
299892,2016-06-08 01:54:57,student,tutor,text,"['So ', 'sorry', ', ', 'Internet ', 'problem ']"
299892,2016-06-08 01:55:04,tutor,student,text,"['No ', 'problem', '!']"
299893,2016-06-08 01:55:15,system info,student,text,"['Do', ""n't "", 'worry', ', ', 'no ', 'minutes ', 'will ', 'be ', 'used ', 'while', '\n', 'Sejal ', 'reviews ', 'your ', 'problem ', '😃']"
299893,2016-06-08 01:55:22,student,tutor,image,['<url>']
299893,2016-06-08 01:55:22,tutor,student,text,"['Hello ', 'Illuminati', '. ', ':)']"
299893,2016-06-08 01:55:22,system info,student,text,"['Session ', 'started']"
299893,2016-06-08 01:55:30,tutor,student,text,"['Welcome ', 'to ', 'Yup', '! ', 'I ', 'am ', 'your ', 'very ', 'own ', 'personal ', 'tutor', ', ', 'here ', 'to ', 'help ', 'you ', 'better ', 'understand ', 'math', '. ']"
299892,2016-06-08 01:55:35,student,tutor,text,"['I ', 'typed ', 'in ', '10', '^', '8 ', 'instead ', 'of ', '10', '^', '9']"
299893,2016-06-08 01:55:39,student,tutor,text,['Hello']
299893,2016-06-08 01:55:42,tutor,student,text,"['I ', 'see ', 'the ', 'image ', 'that ', 'you ', 'have ', 'uploaded', '.']"
299892,2016-06-08 01:55:43,student,tutor,text,"['For ', 'number ', '5']"
299893,2016-06-08 01:55:48,tutor,student,text,"['Which ', 'question ', 'number ', 'are ', 'you ', 'working ', 'on', '?']"
299891,2016-06-08 01:56:01,student,tutor,text,['ok']
299893,2016-06-08 01:56:01,student,tutor,text,"['All ', 'three']"
299892,2016-06-08 01:56:10,tutor,student,text,"['Ok', ', ', 'so ', 'what ', 'did ', 'you ', 'end ', 'up ', 'getting ', 'as ', 'you ', 'answer', '?']"
299893,2016-06-08 01:56:15,tutor,student,text,"['Ok', '. ', 'Shall ', 'we ', 'start ', 'with ', 'the ', 'first ', 'one', '?']"
299892,2016-06-08 01:56:17,tutor,student,text,"['*', 'your']"
299893,2016-06-08 01:56:31,student,tutor,text,"['Yes ', ':)']"
299893,2016-06-08 01:56:36,tutor,student,text,"['How ', 'far ', 'have ', 'you ', 'gotten ', 'in ', 'solving ', 'this ', 'problem', '? ', 'Would ', 'you ', 'like ', 'to ', 'show ', 'me ', 'your ', 'work ', 'so ', 'far', '?']"
299892,2016-06-08 01:56:43,student,tutor,text,"['Oh ', 'sorry', ', ', 'I ', 'did', ""n't "", 'calculate', '. ', 'Would ', 'you ', 'like ', 'me ', 'to', '?']"
299891,2016-06-08 01:56:58,tutor,student,text,"['Sorry ', 'for ', 'the ', 'delay', ', ', 'I ', 'am ', 'working ', 'on ', 'the ', 'proof', '.']"
299891,2016-06-08 01:57:17,student,tutor,text,['sure']
299892,2016-06-08 01:57:17,tutor,student,text,"['Yes ', 'please', '! ', 'I', ""'d "", 'like ', 'to ', 'confirm ', 'that ', 'you ', 'did ', 'the ', 'question ', 'right', '!']"
299893,2016-06-08 01:57:20,student,tutor,text,"['I ', 'was ', 'confused ', 'on ', 'what ', 'should ', 'I ', 'do', ', ', 'if ', 'I ', 'should ', 'divide ', 'or ', 'multiply ']"
299891,2016-06-08 01:57:30,system alert,tutor,text,"['The ', 'student ', 'ended ', 'session', '.']"
299893,2016-06-08 01:57:49,tutor,student,text,"['These ', 'problems ', 'pertain ', 'to ', 'the ', 'concept ', 'of ', 'similar ', 'triangles', '. ', 'Have ', 'you ', 'learned ', 'about ', 'similar ', 'triangles', '?']"
299892,2016-06-08 01:58:00,student,tutor,text,"['OK ', 'give ', 'me ', 'a ', 'second ', 'please', ', ', 'going ', 'to ', 'switch ', 'apps ', 'for ', 'me ', 'calculator ']"
299892,2016-06-08 01:58:14,tutor,student,text,"['Sure', '!']"
299893,2016-06-08 01:58:24,student,tutor,text,['Yes']
299893,2016-06-08 01:58:30,tutor,student,text,"['That', ""'s "", 'great', '!']"
299893,2016-06-08 01:58:31,system warn,student,text,"['Switching ', 'to ', 'pay ', 'as ', 'you ', 'go ', 'in ', '5 ', 'mins']"
299893,2016-06-08 01:58:40,tutor,student,text,"['We ', 'need ', 'to ', 'use ', 'them ', 'here', '.']"
299893,2016-06-08 01:59:26,tutor,student,text,"['I', ""'ll "", 'explain ', 'how ', 'to ', 'do ', 'that ', 'using ', 'examples', '. ', 'Then ', 'you ', 'can ', 'attempt ', 'your ', 'problem ', 'and ', 'I', ""'ll "", 'guide ', 'you ', 'with ', 'that', '. ', 'Towards ', 'the ', 'end ', 'of ', 'this ', 'session', ', ', 'you', ""'ll "", 'be ', 'able ', 'to ', 'solve ', 'such ', 'problems ', 'by ', 'yourself', '. ']"
299893,2016-06-08 01:59:33,tutor,student,text,"['Just ', 'remember', ', ', 'the ', 'more ', 'you ', 'participate ', 'the ', 'quicker ', 'we ', 'can ', 'finish ', 'this ', 'session ', 'and ', 'the ', 'more ', 'you ', 'will ', 'learn', '.']"
299893,2016-06-08 01:59:38,tutor,student,text,"['I', ""'ll "", 'start ', 'now', '.']"
299893,2016-06-08 01:59:47,tutor,student,text,"['Consider ', 'these ', 'two ', 'similar ', 'triangles', ':']"
299892,2016-06-08 02:00:00,student,tutor,text,"['Sorry ', 'my ', 'app ', 'is', ""n't "", 'opening']"
299892,2016-06-08 02:00:14,tutor,student,text,"['It', ""'s "", 'ok', '!']"
299892,2016-06-08 02:00:20,student,tutor,text,"['Do', ""n't "", 'want ', 'to ', 'restart ', 'my ', 'phone']"
299893,2016-06-08 02:00:24,student,tutor,text,['Okay']
299892,2016-06-08 02:00:25,tutor,student,text,"['The ', 'process ', 'you ', 'used ', 'was ', 'correct', '!']"
299893,2016-06-08 02:00:40,tutor,student,image,['<url>']
299892,2016-06-08 02:00:49,student,tutor,text,"['OK ', 'great']"
299892,2016-06-08 02:00:59,tutor,student,text,"['However', ', ', 'I ', 'had ', 'an ', 'answer ', 'of ', '22680.08551s']"
299893,2016-06-08 02:01:06,tutor,student,text,"['From ', 'the ', 'picture ', 'we ', 'can ', 'see ', 'that ', 'the ', 'side ', 'AB ', 'corresponds ', 'to ', 'DE ', '.']"
299892,2016-06-08 02:01:21,tutor,student,text,"['So', ', ', 'if ', 'you', ""'d "", 'like ', 'you ', 'can ', 'check ', 'after ', 'this ', 'session', '!']"
299893,2016-06-08 02:01:35,tutor,student,text,"['Similarly ', 'the ', 'side ', 'BC ', 'corresponds ', 'to ', 'EF', '. ', 'And ', 'the ', 'side ', 'AC ', 'corresponds ', 'to ', 'DF', '.']"
299892,2016-06-08 02:01:36,tutor,student,text,"['For ', 'question ', '6', ', ', 'I ', 'got ', '81 ', 'exactly', '!']"
299892,2016-06-08 02:01:42,student,tutor,text,"['Thank ', 'you', ', ', 'I', ""'ll "", 'double ', 'check ', 'my ', 'math ']"
299893,2016-06-08 02:01:50,tutor,student,text,"['Now', ', ', 'in ', 'similar ', 'triangles', ', ', 'the ', 'sides ', 'are ', 'proportional', '.']"
299892,2016-06-08 02:01:53,tutor,student,text,"['You ', 'had ', 'the ', 'right ', 'process', ', ', 'but ', 'be ', 'sure ', 'to ', 'not ', 'truncate ', 'the ', 'decimals']"
299893,2016-06-08 02:01:54,tutor,student,text,"['That ', 'means', ', ', 'for ', 'this ', 'triangle', ':']"
299892,2016-06-08 02:02:13,tutor,student,text,"['That ', 'way', ', ', 'you ', 'can ', 'get ', 'a ', 'more ', 'precise ', 'answer', '!']"
299893,2016-06-08 02:02:18,tutor,student,image,['<url>']
299892,2016-06-08 02:02:33,student,tutor,text,"['OK ', 'thanks']"
299893,2016-06-08 02:02:39,tutor,student,text,"['The ', 'ratio ', 'of ', 'AB ', 'to ', 'DE ', 'would ', 'be ', 'same ', 'as ', 'the ', 'ratio ', 'of ', 'BC ', 'to ', 'EF', '.']"
299892,2016-06-08 02:02:45,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299893,2016-06-08 02:02:54,tutor,student,text,"['Substituting ', 'the ', 'values ', 'of ', 'the ', 'sides ', 'given ', 'in ', 'the ', 'example ', 'we ', 'have', ':']"
299892,2016-06-08 02:03:04,student,tutor,text,"['Could ', 'you ', 'check ', 'problem ', '6', '?']"
299893,2016-06-08 02:03:14,tutor,student,image,['<url>']
299892,2016-06-08 02:03:18,student,tutor,image,['<url>']
299892,2016-06-08 02:03:24,tutor,student,text,"['So ', 'for ', 'problem ', '6', ', ', 'I ', 'got ', '81 ', 'exactly', '!']"
299893,2016-06-08 02:03:31,tutor,student,text,"['This ', 'is ', 'the ', 'equation ', 'that ', 'we ', 'have', '. ', 'Now ', 'all ', 'we ', 'need ', 'to ', 'do ', 'is ', 'solve ', 'this ', 'for ', 'x.']"
299893,2016-06-08 02:03:41,tutor,student,text,"['Were ', 'you ', 'able ', 'to ', 'understand ', 'this ', 'example', '?']"
299893,2016-06-08 02:03:58,student,tutor,text,"['Then ', 'you ', 'times ', '12 ', 'times ', '10', '?']"
299892,2016-06-08 02:04:07,tutor,student,text,"['You ', 'had ', 'the ', 'right ', 'work', ', ', 'but ', 'since ', 'you ', 'truncated ', 'decimals ', 'throughout ', 'your ', 'work', ', ', 'you ', 'might ', 'not ', 'get ', 'that ', 'precise ', 'of ', 'an ', 'answer', '!']"
299893,2016-06-08 02:04:07,student,tutor,text,"['And ', 'divide ', 'it ', 'by ', '6 ', 'right', '?']"
299893,2016-06-08 02:04:24,tutor,student,text,"['Yes', '! ', 'Exactly', '!', '! ', 'We ', 'do ', 'cross ', 'multiplication', '. ', 'Let ', 'me ', 'show ', 'you ', 'that ', 'as ', 'well', '.']"
299892,2016-06-08 02:04:45,tutor,student,text,"['Just ', 'be ', 'sure', ', ', 'to ', 'write ', 'everything ', 'in ', 'terms ', 'of ', 'variables ', 'into ', 'one ', 'large ', 'equation ', 'that ', 'can ', 'solve ', 'the ', 'problem', ', ', 'then ', 'plug ', 'in ', 'the ', 'numbers', '!']"
299892,2016-06-08 02:05:14,student,tutor,text,"['Will ', 'do ', 'thank ', 'you ', 'so ', 'much']"
299892,2016-06-08 02:05:22,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299893,2016-06-08 02:05:23,tutor,student,image,['<url>']
299893,2016-06-08 02:05:29,tutor,student,text,"['Like ', 'this', '.']"
